epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
128,5189.71,0.62376,0.65951,1.12945,0.80472,0.58569,0.67126,0.50432,0.9372,1.21259,1.42025,0.0087427,0.0087427,0.0087427
129,5224.17,0.62089,0.65782,1.12429,0.7198,0.61914,0.67435,0.51706,0.93202,1.17394,1.4074,0.0087328,0.0087328,0.0087328
130,5258.63,0.62624,0.65053,1.12936,0.78967,0.586,0.6781,0.51213,0.93796,1.1784,1.41031,0.0087229,0.0087229,0.0087229
131,5293.09,0.61912,0.65254,1.1192,0.77223,0.61917,0.67931,0.51436,0.947,1.17841,1.41296,0.008713,0.008713,0.008713
132,5327.39,0.62965,0.66799,1.13258,0.77853,0.60525,0.67319,0.50926,0.93291,1.197,1.41131,0.0087031,0.0087031,0.0087031
133,5361.88,0.62608,0.64797,1.1313,0.77831,0.60581,0.68512,0.52439,0.91051,1.19552,1.38894,0.0086932,0.0086932,0.0086932
134,5396.46,0.62186,0.65013,1.12781,0.81006,0.61822,0.69964,0.5225,0.94012,1.1508,1.41324,0.0086833,0.0086833,0.0086833
135,5431.12,0.61354,0.63638,1.11839,0.8025,0.61056,0.69805,0.52336,0.94074,1.20008,1.42965,0.0086734,0.0086734,0.0086734
136,5465.52,0.62108,0.63649,1.12256,0.80128,0.61172,0.69853,0.5217,0.95504,1.15514,1.43891,0.0086635,0.0086635,0.0086635
137,5509,0.63194,0.66765,1.14108,0.78202,0.59175,0.67253,0.50695,0.93786,1.23229,1.41222,0.0086536,0.0086536,0.0086536
138,5560.81,0.61594,0.63016,1.12591,0.78168,0.61355,0.68331,0.51888,0.91992,1.19581,1.4009,0.0086437,0.0086437,0.0086437
139,5611.21,0.60979,0.63139,1.12216,0.7948,0.58904,0.6694,0.50149,0.93672,1.23206,1.40769,0.0086338,0.0086338,0.0086338
140,5673.56,0.61484,0.65758,1.12182,0.80224,0.60761,0.69151,0.52029,0.91719,1.15292,1.39772,0.0086239,0.0086239,0.0086239
141,5726.37,0.60925,0.63875,1.11382,0.79949,0.59104,0.67026,0.5096,0.95055,1.22058,1.45474,0.008614,0.008614,0.008614
142,5781.92,0.60553,0.62439,1.11551,0.77002,0.62965,0.68436,0.52089,0.92404,1.15342,1.39871,0.0086041,0.0086041,0.0086041
143,5834.13,0.60278,0.62666,1.11013,0.77095,0.61296,0.67699,0.51145,0.92645,1.19071,1.41023,0.0085942,0.0085942,0.0085942
144,5887.21,0.60058,0.61475,1.11263,0.75434,0.59716,0.65967,0.49814,0.94931,1.2329,1.43162,0.0085843,0.0085843,0.0085843
145,5942.78,0.61039,0.61961,1.11775,0.77411,0.61224,0.69305,0.51968,0.93409,1.16862,1.40896,0.0085744,0.0085744,0.0085744
146,5998.38,0.60998,0.62179,1.11177,0.79414,0.61011,0.70332,0.53045,0.92566,1.13807,1.40152,0.0085645,0.0085645,0.0085645
147,6051.3,0.60857,0.62437,1.11007,0.76675,0.59567,0.66467,0.50399,0.94111,1.17693,1.43374,0.0085546,0.0085546,0.0085546
148,6106.28,0.60358,0.63993,1.11538,0.78375,0.6067,0.6862,0.52146,0.9177,1.16869,1.40913,0.0085447,0.0085447,0.0085447
149,6161.41,0.61098,0.62543,1.12311,0.78114,0.61353,0.68164,0.52356,0.91169,1.18407,1.39011,0.0085348,0.0085348,0.0085348
150,6215.71,0.61148,0.62812,1.11768,0.80021,0.62048,0.7014,0.53482,0.91186,1.14534,1.40151,0.0085249,0.0085249,0.0085249
151,6271.87,0.61523,0.63381,1.12061,0.80174,0.59764,0.68478,0.52084,0.9201,1.15445,1.39947,0.008515,0.008515,0.008515
152,6325.62,0.60543,0.59933,1.10456,0.79395,0.60913,0.68805,0.52148,0.94705,1.18667,1.43683,0.0085051,0.0085051,0.0085051
153,6380.3,0.60871,0.61861,1.11331,0.7796,0.62609,0.69255,0.5254,0.93179,1.15108,1.42084,0.0084952,0.0084952,0.0084952
154,6434.7,0.59829,0.5908,1.10211,0.773,0.62984,0.68857,0.52787,0.93444,1.1887,1.42809,0.0084853,0.0084853,0.0084853
155,6489.64,0.59253,0.61452,1.10882,0.78509,0.61247,0.68874,0.5256,0.91841,1.17637,1.4065,0.0084754,0.0084754,0.0084754
156,6541.05,0.59606,0.60268,1.10614,0.77543,0.61051,0.68134,0.52106,0.91257,1.16689,1.3837,0.0084655,0.0084655,0.0084655
157,6595.23,0.58503,0.59242,1.09987,0.78787,0.61159,0.69012,0.52885,0.91739,1.17787,1.40973,0.0084556,0.0084556,0.0084556
158,6647.46,0.60001,0.59534,1.10722,0.73701,0.6306,0.66981,0.51164,0.93442,1.20638,1.41719,0.0084457,0.0084457,0.0084457
159,6701.77,0.60517,0.61536,1.11691,0.7971,0.59538,0.67803,0.50822,0.93553,1.18953,1.4121,0.0084358,0.0084358,0.0084358
160,6754.82,0.59773,0.60907,1.10924,0.75151,0.61821,0.68464,0.51532,0.94567,1.17046,1.42867,0.0084259,0.0084259,0.0084259
161,6807.82,0.58499,0.58491,1.09506,0.74726,0.65479,0.7009,0.53193,0.92035,1.13246,1.40671,0.008416,0.008416,0.008416
162,6860.59,0.59122,0.59495,1.10075,0.78208,0.60965,0.68176,0.5223,0.93828,1.17183,1.42581,0.0084061,0.0084061,0.0084061
163,6912.45,0.59118,0.59209,1.10422,0.77471,0.63427,0.68775,0.52135,0.92804,1.16533,1.39509,0.0083962,0.0083962,0.0083962
164,6965.54,0.591,0.59431,1.10517,0.7968,0.60688,0.68743,0.5284,0.92339,1.17434,1.4063,0.0083863,0.0083863,0.0083863
165,7015.57,0.60178,0.59961,1.10911,0.78742,0.613,0.68527,0.53143,0.90741,1.15621,1.39926,0.0083764,0.0083764,0.0083764
166,7070.86,0.58071,0.56628,1.09192,0.75496,0.63439,0.69258,0.53165,0.92806,1.15759,1.41133,0.0083665,0.0083665,0.0083665
167,7126.53,0.60203,0.59817,1.10859,0.77227,0.62726,0.68878,0.53156,0.9328,1.13341,1.40827,0.0083566,0.0083566,0.0083566
168,7183.52,0.58658,0.58868,1.10285,0.78481,0.63794,0.69694,0.52965,0.92404,1.15938,1.41222,0.0083467,0.0083467,0.0083467
169,7241.89,0.58185,0.58818,1.09403,0.82502,0.62479,0.70117,0.53258,0.95188,1.16776,1.44187,0.0083368,0.0083368,0.0083368
170,7297.75,0.59034,0.59046,1.10154,0.77037,0.62176,0.68881,0.52516,0.94377,1.18271,1.43897,0.0083269,0.0083269,0.0083269
171,7354.91,0.57557,0.58699,1.09255,0.82274,0.61355,0.70013,0.54562,0.92635,1.12272,1.42397,0.008317,0.008317,0.008317
172,7411.93,0.58455,0.58387,1.096,0.79727,0.61378,0.69495,0.53081,0.92817,1.17144,1.41914,0.0083071,0.0083071,0.0083071
173,7465.88,0.58611,0.58307,1.09719,0.82162,0.60487,0.69454,0.52868,0.92232,1.20085,1.40527,0.0082972,0.0082972,0.0082972
174,7518.44,0.58802,0.58518,1.10075,0.81827,0.61404,0.69768,0.53462,0.9295,1.14599,1.41622,0.0082873,0.0082873,0.0082873
175,7573.67,0.58313,0.58288,1.09749,0.81367,0.6062,0.69303,0.5281,0.93584,1.18632,1.4308,0.0082774,0.0082774,0.0082774
176,7628.66,0.58389,0.57654,1.09717,0.77216,0.62344,0.69598,0.53411,0.94071,1.17497,1.43994,0.0082675,0.0082675,0.0082675
177,7682.46,0.57811,0.56992,1.093,0.81061,0.61259,0.70588,0.53718,0.94883,1.13808,1.44862,0.0082576,0.0082576,0.0082576
178,7738.6,0.57557,0.5661,1.08958,0.80406,0.61048,0.70263,0.53241,0.94139,1.15516,1.43113,0.0082477,0.0082477,0.0082477
179,7794.55,0.57757,0.57337,1.0936,0.79087,0.6066,0.69911,0.53043,0.94222,1.18606,1.43602,0.0082378,0.0082378,0.0082378
180,7847.78,0.57654,0.58619,1.0882,0.79468,0.60875,0.68737,0.52071,0.94485,1.18429,1.44176,0.0082279,0.0082279,0.0082279
181,7894.76,0.57986,0.56111,1.09183,0.72818,0.65304,0.69239,0.52847,0.9223,1.16133,1.40947,0.008218,0.008218,0.008218
182,7944.78,0.5851,0.5761,1.09462,0.79399,0.60759,0.69501,0.52774,0.95504,1.16845,1.44889,0.0082081,0.0082081,0.0082081
183,7994.13,0.57619,0.56199,1.0886,0.80387,0.5998,0.69325,0.52512,0.94763,1.19334,1.43768,0.0081982,0.0081982,0.0081982
